	ratio	nifH type	env type	Organism
SRR12471194	19.063926940639266	Sym	soil	soil metagenome
SRR12471195	39.57091775923719	Sym	soil	soil metagenome
SRR12471196	20.570570570570567	Sym	soil	soil metagenome
SRR12471197	27.78315585672797	Sym	soil	soil metagenome
SRR12471198	26.484018264840188	Sym	soil	soil metagenome
SRR12471199	32.24755700325733	Sym	soil	soil metagenome
SRR12471200	18.20546163849155	Sym	soil	soil metagenome
SRR12471201	43.037974683544306	Sym	soil	soil metagenome
SRR12471202	17.956204379562045	Sym	soil	soil metagenome
SRR12471203	13.688212927756654	Sym	soil	soil metagenome
SRR12471204	100.0	Sym	soil	soil metagenome
SRR12471205	81.43322475570032	Sym	soil	soil metagenome
SRR12471206	82.7250608272506	Sym	soil	soil metagenome
SRR12471207	36.84848484848486	Sym	soil	soil metagenome
SRR12471208	55.1048951048951	Sym	soil	soil metagenome
SRR12471209	55.34246575342466	Sym	soil	soil metagenome
SRR12471210	39.228295819935695	Sym	soil	soil metagenome
SRR12471211	39.58641063515509	Sym	soil	soil metagenome
SRR12471212	28.39999999999999	Sym	soil	soil metagenome
SRR12471213	32.88288288288288	Sym	soil	soil metagenome
SRR12471214	19.1131498470948	Sym	soil	soil metagenome
SRR12471215	0.0	Sym	soil	soil metagenome
SRR12471216	100.0	Sym	soil	soil metagenome
SRR12471217	80.3921568627451	Sym	soil	soil metagenome
SRR12471218	100.0	Sym	soil	soil metagenome
SRR12471219	91.05691056910568	Sym	soil	soil metagenome
SRR12471220	4.458598726114649	Sym	soil	soil metagenome
SRR12471221	22.404371584699454	Sym	soil	soil metagenome
SRR12471222	0.0	Sym	soil	soil metagenome
SRR12471223	45.209580838323355	Sym	soil	soil metagenome
SRR12471224	0.0	Sym	soil	soil metagenome
SRR12471225	54.77707006369427	Sym	soil	soil metagenome
SRR12471226	0.0	Sym	soil	soil metagenome
SRR12471227	0.0	Sym	soil	soil metagenome
SRR12471228	0.0	Sym	soil	soil metagenome
SRR12471229	0.0	Sym	soil	soil metagenome
SRR12471230	0.0	Sym	soil	soil metagenome
SRR12471231	0.0	Sym	soil	soil metagenome
SRR12471232	7.631578947368424	Sym	soil	soil metagenome
SRR12471233	0.0	Sym	soil	soil metagenome
SRR12471234	11.03448275862069	Sym	soil	soil metagenome
SRR12471235	0.0	Sym	soil	soil metagenome
SRR12471236	0.0	Sym	soil	soil metagenome
SRR12471237	0.0	Sym	soil	soil metagenome
SRR12471238	0.0	Sym	soil	soil metagenome
SRR12471239	1.9108280254777072	Sym	soil	soil metagenome
SRR12471240	0.0	Sym	soil	soil metagenome
SRR12471241	0.0	Sym	soil	soil metagenome
SRR12471242	0.0	Sym	soil	soil metagenome
SRR12471243	0.0	Sym	soil	soil metagenome
SRR12471244	4.611650485436894	Sym	soil	soil metagenome
SRR12471245	0.0	Sym	soil	soil metagenome
SRR12471250	100.0	Sym	soil	soil metagenome
SRR12471252	100.0	Sym	soil	soil metagenome
SRR12471253	0.0	Sym	soil	soil metagenome
SRR12471255	100.0	Sym	soil	soil metagenome
SRR12471256	100.0	Sym	soil	soil metagenome
SRR12471257	100.0	Sym	soil	soil metagenome
SRR12471258	0.0	Sym	soil	soil metagenome
SRR12471260	5.185589519650653	Sym	soil	soil metagenome
SRR12471261	5.364563656970157	Sym	soil	soil metagenome
SRR12471262	6.57992565055762	Sym	soil	soil metagenome
SRR12471263	0.0	Sym	soil	soil metagenome
SRR12471264	20.558375634517773	Sym	soil	soil metagenome
SRR12471265	0.0	Sym	soil	soil metagenome
SRR12471266	3.498542274052478	Sym	soil	soil metagenome
SRR12471267	22.954545454545453	Sym	soil	soil metagenome
SRR12471268	0.0	Sym	soil	soil metagenome
SRR12471269	0.0	Sym	soil	soil metagenome
SRR12471270	0.0	Sym	soil	soil metagenome
SRR12471271	0.0	Sym	soil	soil metagenome
SRR12471272	0.0	Sym	soil	soil metagenome
SRR12471274	0.0	Sym	soil	soil metagenome
SRR12471276	0.0	Sym	soil	soil metagenome
SRR12471278	0.0	Sym	soil	soil metagenome
SRR12471279	25.07042253521127	Sym	soil	soil metagenome
SRR12471280	32.098765432098766	Sym	soil	soil metagenome
SRR12471281	35.16483516483517	Sym	soil	soil metagenome
SRR12471282	14.128035320088303	Sym	soil	soil metagenome
SRR12471283	18.02067946824225	Sym	soil	soil metagenome
SRR12471284	25.510204081632654	Sym	soil	soil metagenome
SRR12471285	38.98305084745762	Sym	soil	soil metagenome
SRR12471286	25.925925925925924	Sym	soil	soil metagenome
SRR12471287	30.331350892098563	Sym	soil	soil metagenome
SRR12471288	100.0	Sym	soil	soil metagenome
SRR12471289	55.42521994134898	Sym	soil	soil metagenome
SRR12471290	22.51082251082251	Sym	soil	soil metagenome
SRR12471291	25.78268876611418	Sym	soil	soil metagenome
SRR12471292	14.967105263157892	Sym	soil	soil metagenome
SRR12471293	35.670731707317074	Sym	soil	soil metagenome
SRR12471294	9.89399293286219	Sym	soil	soil metagenome
SRR12471295	10.75027995520717	Sym	soil	soil metagenome
SRR12471296	23.94736842105264	Sym	soil	soil metagenome
SRR12471297	13.317757009345794	Sym	soil	soil metagenome
SRR12471298	14.648212226066896	Sym	soil	soil metagenome
SRR12471299	10.798122065727698	Sym	soil	soil metagenome
SRR12471300	4.575163398692812	Sym	soil	soil metagenome
SRR12471301	8.118811881188117	Sym	soil	soil metagenome
SRR12471302	55.98548972188634	Sym	soil	soil metagenome
SRR12471303	24.65016146393972	Sym	soil	soil metagenome
SRR12471304	36.8421052631579	Sym	soil	soil metagenome
SRR12471305	45.29472595656671	Sym	soil	soil metagenome
SRR12471306	54.71092077087795	Sym	soil	soil metagenome
SRR12471307	71.76470588235294	Sym	soil	soil metagenome
SRR12471308	14.147286821705427	Sym	soil	soil metagenome
SRR12471309	11.474103585657367	Sym	soil	soil metagenome
SRR12471310	0.0	Sym	soil	soil metagenome
SRR12471311	8.952380952380953	Sym	soil	soil metagenome
SRR12471312	0.0	Sym	soil	soil metagenome
SRR12471314	0.0	Sym	soil	soil metagenome
SRR12471316	0.0	Sym	soil	soil metagenome
SRR12471317	0.0	Sym	soil	soil metagenome
SRR12471318	6.301824212271972	Sym	soil	soil metagenome
SRR12471319	0.0	Sym	soil	soil metagenome
SRR12471320	0.0	Sym	soil	soil metagenome
SRR12471321	0.0	Sym	soil	soil metagenome
SRR12471322	0.0	Sym	soil	soil metagenome
SRR12471323	0.0	Sym	soil	soil metagenome
SRR12471324	0.0	Sym	soil	soil metagenome
SRR12471325	0.0	Sym	soil	soil metagenome
SRR12471326	28.023598820059004	Sym	soil	soil metagenome
SRR12471327	0.0	Sym	soil	soil metagenome
SRR12471328	0.0	Sym	soil	soil metagenome
SRR12471329	0.0	Sym	soil	soil metagenome
SRR12471330	0.0	Sym	soil	soil metagenome
SRR12471331	16.293929712460063	Sym	soil	soil metagenome
SRR12471332	0.0	Sym	soil	soil metagenome
SRR12471333	0.0	Sym	soil	soil metagenome
SRR12471334	29.38775510204082	Sym	soil	soil metagenome
SRR12471335	9.917355371900825	Sym	soil	soil metagenome
SRR12471336	0.0	Sym	soil	soil metagenome
SRR12471338	0.0	Sym	soil	soil metagenome
SRR12471339	0.0	Sym	soil	soil metagenome
SRR12471340	0.0	Sym	soil	soil metagenome
SRR12471341	0.0	Sym	soil	soil metagenome
SRR12471342	0.0	Sym	soil	soil metagenome
SRR12471343	0.0	Sym	soil	soil metagenome
SRR12471344	0.0	Sym	soil	soil metagenome
SRR12471345	0.0	Sym	soil	soil metagenome
SRR12471346	0.0	Sym	soil	soil metagenome
SRR12471347	0.0	Sym	soil	soil metagenome
SRR12471348	3.8135593220338984	Sym	soil	soil metagenome
SRR12315228	0.0	Sym	marine	sediment metagenome
SRR5621833	53.46026678827956	Sym	soil	soil metagenome
SRR5621835	66.69258763880681	Sym	soil	soil metagenome
SRR1948201	69.87951807228914	Sym	plant	plant metagenome
SRR1948202	0.0	Sym	plant	plant metagenome
SRR3904916	41.14114114114114	Sym	soil	soil metagenome
SRR3905117	69.2	Sym	soil	soil metagenome
SRR3905711	15.679264555669056	Sym	soil	soil metagenome
SRR3906891	26.028190770419002	Sym	soil	soil metagenome
SRR3907433	49.60992454278041	Sym	soil	soil metagenome
SRR3907767	30.572065378900447	Sym	soil	soil metagenome
SRR3907843	12.638638122259483	Sym	soil	soil metagenome
SRR3907851	19.261261261261257	Sym	soil	soil metagenome
SRR3907852	6.838905775075988	Sym	soil	soil metagenome
SRR3907853	31.95592286501378	Sym	soil	soil metagenome
SRR3907855	17.076923076923077	Sym	soil	soil metagenome
SRR3908060	18.34504293520687	Sym	soil	soil metagenome
SRR5083565	0.0	Sym	marine	marine metagenome
SRR5083570	0.0	Sym	marine	marine metagenome
SRR11793945	0.0	Sym	soil	soil metagenome
SRR11793946	100.0	Sym	soil	soil metagenome
SRR11793947	100.0	Sym	soil	soil metagenome
SRR11793951	100.0	Sym	soil	soil metagenome
SRR11793958	100.0	Sym	soil	soil metagenome
SRR11793959	100.0	Sym	soil	soil metagenome
SRR11793960	100.0	Sym	soil	soil metagenome
SRR11793961	100.0	Sym	soil	soil metagenome
SRR11793963	90.56603773584906	Sym	soil	soil metagenome
SRR11793964	93.78531073446328	Sym	soil	soil metagenome
SRR11793965	100.0	Sym	soil	soil metagenome
SRR11793966	31.48148148148148	Sym	soil	soil metagenome
SRR11793967	100.0	Sym	soil	soil metagenome
SRR11793969	0.0	Sym	soil	soil metagenome
SRR11793971	0.0	Sym	soil	soil metagenome
SRR3956435	100.0	Sym	soil	soil metagenome
SRR3956436	100.0	Sym	soil	soil metagenome
SRR3956437	100.0	Sym	soil	soil metagenome
SRR3956481	100.0	Sym	soil	soil metagenome
SRR3956490	100.0	Sym	soil	soil metagenome
SRR3956492	100.0	Sym	soil	soil metagenome
SRR3956607	100.0	Sym	soil	soil metagenome
SRR3956686	100.0	Sym	soil	soil metagenome
SRR3956687	100.0	Sym	soil	soil metagenome
SRR3956690	100.0	Sym	soil	soil metagenome
SRR3956693	100.0	Sym	soil	soil metagenome
SRR3956697	100.0	Sym	soil	soil metagenome
SRR3956698	100.0	Sym	soil	soil metagenome
SRR3956699	100.0	Sym	soil	soil metagenome
SRR3956700	100.0	Sym	soil	soil metagenome
SRR3956701	100.0	Sym	soil	soil metagenome
SRR3956702	100.0	Sym	soil	soil metagenome
SRR3956703	100.0	Sym	soil	soil metagenome
SRR3956704	100.0	Sym	soil	soil metagenome
SRR3956705	100.0	Sym	soil	soil metagenome
SRR3956710	100.0	Sym	soil	soil metagenome
SRR3956711	100.0	Sym	soil	soil metagenome
SRR3956713	100.0	Sym	soil	soil metagenome
SRR3956714	100.0	Sym	soil	soil metagenome
SRR3956716	100.0	Sym	soil	soil metagenome
SRR3956717	100.0	Sym	soil	soil metagenome
SRR3956718	100.0	Sym	soil	soil metagenome
SRR3956719	100.0	Sym	soil	soil metagenome
SRR3956721	100.0	Sym	soil	soil metagenome
SRR3956722	100.0	Sym	soil	soil metagenome
SRR3956745	100.0	Sym	soil	soil metagenome
SRR3956756	100.0	Sym	soil	soil metagenome
SRR3956767	100.0	Sym	soil	soil metagenome
SRR3956778	100.0	Sym	soil	soil metagenome
SRR3956789	100.0	Sym	soil	soil metagenome
SRR3956790	100.0	Sym	soil	soil metagenome
SRR3956801	100.0	Sym	soil	soil metagenome
SRR3956812	100.0	Sym	soil	soil metagenome
SRR3956823	100.0	Sym	soil	soil metagenome
SRR3956825	100.0	Sym	soil	soil metagenome
SRR3956826	100.0	Sym	soil	soil metagenome
SRR3956827	100.0	Sym	soil	soil metagenome
SRR3956828	100.0	Sym	soil	soil metagenome
SRR3956831	100.0	Sym	soil	soil metagenome
SRR3956833	100.0	Sym	soil	soil metagenome
SRR3956834	100.0	Sym	soil	soil metagenome
SRR3956835	100.0	Sym	soil	soil metagenome
SRR3956836	100.0	Sym	soil	soil metagenome
SRR3956837	100.0	Sym	soil	soil metagenome
SRR3956838	100.0	Sym	soil	soil metagenome
SRR3956839	100.0	Sym	soil	soil metagenome
SRR3956840	100.0	Sym	soil	soil metagenome
SRR3956841	100.0	Sym	soil	soil metagenome
SRR3956842	100.0	Sym	soil	soil metagenome
SRR3956843	100.0	Sym	soil	soil metagenome
SRR3956844	100.0	Sym	soil	soil metagenome
SRR3956845	100.0	Sym	soil	soil metagenome
SRR3956846	100.0	Sym	soil	soil metagenome
SRR3956849	100.0	Sym	soil	soil metagenome
SRR3956853	100.0	Sym	soil	soil metagenome
SRR3956864	100.0	Sym	soil	soil metagenome
SRR3956865	100.0	Sym	soil	soil metagenome
SRR3956867	100.0	Sym	soil	soil metagenome
SRR3956869	100.0	Sym	soil	soil metagenome
SRR3956870	100.0	Sym	soil	soil metagenome
SRR3956871	100.0	Sym	soil	soil metagenome
SRR3956872	100.0	Sym	soil	soil metagenome
SRR3956873	100.0	Sym	soil	soil metagenome
SRR3956874	100.0	Sym	soil	soil metagenome
SRR3956875	100.0	Sym	soil	soil metagenome
SRR3956876	100.0	Sym	soil	soil metagenome
SRR3956877	100.0	Sym	soil	soil metagenome
SRR3956878	100.0	Sym	soil	soil metagenome
SRR3956879	100.0	Sym	soil	soil metagenome
SRR3956880	100.0	Sym	soil	soil metagenome
SRR3956881	100.0	Sym	soil	soil metagenome
SRR3956886	100.0	Sym	soil	soil metagenome
SRR3956887	100.0	Sym	soil	soil metagenome
SRR3956888	100.0	Sym	soil	soil metagenome
SRR3956889	100.0	Sym	soil	soil metagenome
SRR3956890	100.0	Sym	soil	soil metagenome
SRR3956891	100.0	Sym	soil	soil metagenome
SRR3956892	100.0	Sym	soil	soil metagenome
SRR3956893	100.0	Sym	soil	soil metagenome
SRR3956894	100.0	Sym	soil	soil metagenome
SRR3956895	100.0	Sym	soil	soil metagenome
SRR3956897	100.0	Sym	soil	soil metagenome
SRR3956898	100.0	Sym	soil	soil metagenome
SRR3956899	100.0	Sym	soil	soil metagenome
SRR3956904	100.0	Sym	soil	soil metagenome
SRR3956905	100.0	Sym	soil	soil metagenome
SRR3956906	100.0	Sym	soil	soil metagenome
SRR3956907	100.0	Sym	soil	soil metagenome
SRR6269121	0.0	Sym	others	biofilm metagenome
SRR6269122	0.0	Sym	others	biofilm metagenome
SRR6269124	100.0	Sym	others	biofilm metagenome
SRR6269126	0.0	Sym	others	biofilm metagenome
SRR6269129	0.0	Sym	others	biofilm metagenome
ERR978965	7.142857142857144	Sym	plant	Matricaria chamomilla
ERR978966	13.414634146341465	Sym	plant	Matricaria chamomilla
ERR978967	0.0	Sym	plant	Matricaria chamomilla
ERR978968	0.0	Sym	plant	Matricaria chamomilla
ERR978969	7.291666666666666	Sym	plant	Calendula officinalis
ERR978970	7.473309608540925	Sym	plant	Calendula officinalis
ERR978971	0.0	Sym	plant	Calendula officinalis
ERR978972	6.629834254143646	Sym	plant	Calendula officinalis
ERR978973	0.0	Sym	plant	Solanum sp. 0048
ERR978974	0.0	Sym	plant	Solanum sp. 0048
ERR978975	32.631578947368425	Sym	plant	Solanum sp. 0048
ERR978976	17.460317460317462	Sym	plant	Solanum sp. 0048
ERR978986	0.0	Sym	others	metagenome
ERR978987	0.0	Sym	others	metagenome
SRR8873436	0.0	Sym	soil	soil metagenome
SRR8873437	30.357142857142854	Sym	soil	soil metagenome
SRR8873438	34.234234234234236	Sym	soil	soil metagenome
SRR8873439	100.0	Sym	soil	soil metagenome
SRR8873440	62.5	Sym	soil	soil metagenome
SRR8873441	100.0	Sym	soil	soil metagenome
SRR8873442	0.0	Sym	soil	soil metagenome
SRR8873443	100.0	Sym	soil	soil metagenome
SRR8873444	100.0	Sym	soil	soil metagenome
SRR8873445	65.11627906976744	Sym	soil	soil metagenome
SRR8873446	100.0	Sym	soil	soil metagenome
SRR8235323	100.0	Sym	soil	soil metagenome
SRR8235324	0.5376344086021503	Sym	soil	soil metagenome
SRR8235325	86.44067796610169	Sym	soil	soil metagenome
SRR8235326	74.48979591836735	Sym	soil	soil metagenome
SRR8235327	24.24242424242425	Sym	soil	soil metagenome
SRR12177366	0.0	Sym	soil	soil metagenome
SRR12177367	0.0	Sym	soil	soil metagenome
SRR12177368	0.0	Sym	soil	soil metagenome
SRR12177369	0.0	Sym	soil	soil metagenome
SRR12177370	0.0	Sym	soil	soil metagenome
SRR12177371	0.0	Sym	soil	soil metagenome
SRR12177372	0.0	Sym	soil	soil metagenome
SRR12177373	38.35125448028674	Sym	soil	soil metagenome
SRR12177374	0.0	Sym	soil	soil metagenome
SRR12177375	0.0	Sym	soil	soil metagenome
SRR12177376	3.374233128834356	Sym	soil	soil metagenome
SRR12177377	0.0	Sym	soil	soil metagenome
SRR12177378	0.0	Sym	soil	soil metagenome
SRR12177379	77.27272727272727	Sym	soil	soil metagenome
SRR12177380	100.0	Sym	soil	soil metagenome
SRR12177381	86.63967611336032	Sym	soil	soil metagenome
SRR12177382	0.0	Sym	soil	soil metagenome
SRR12177383	14.933333333333335	Sym	soil	soil metagenome
SRR12177384	0.0	Sym	soil	soil metagenome
SRR12177385	9.885931558935358	Sym	soil	soil metagenome
SRR12177386	0.0	Sym	soil	soil metagenome
SRR12177387	0.0	Sym	soil	soil metagenome
SRR12177388	0.0	Sym	soil	soil metagenome
SRR12177389	0.0	Sym	soil	soil metagenome
SRR12177391	100.0	Sym	soil	soil metagenome
SRR12177392	77.08333333333333	Sym	soil	soil metagenome
SRR12177393	100.0	Sym	soil	soil metagenome
SRR12177394	0.0	Sym	soil	soil metagenome
SRR12177395	7.718120805369128	Sym	soil	soil metagenome
SRR12177396	2.259887005649718	Sym	soil	soil metagenome
SRR12177397	22.37136465324385	Sym	soil	soil metagenome
SRR12177398	0.0	Sym	soil	soil metagenome
SRR12177399	0.0	Sym	soil	soil metagenome
SRR12177400	0.0	Sym	soil	soil metagenome
SRR12177401	18.935837245696398	Sym	soil	soil metagenome
SRR12177402	0.0	Sym	soil	soil metagenome
SRR12177403	30.8411214953271	Sym	soil	soil metagenome
SRR12177404	0.0	Sym	soil	soil metagenome
SRR12177405	21.097046413502113	Sym	soil	soil metagenome
SRR12177406	10.588235294117647	Sym	soil	soil metagenome
SRR12177407	0.0	Sym	soil	soil metagenome
SRR12177408	0.0	Sym	soil	soil metagenome
SRR12177409	0.0	Sym	soil	soil metagenome
SRR12177410	40.0	Sym	soil	soil metagenome
SRR12177411	13.80952380952381	Sym	soil	soil metagenome
SRR12177412	0.0	Sym	soil	soil metagenome
SRR12177413	100.0	Sym	soil	soil metagenome
SRR12177414	100.0	Sym	soil	soil metagenome
SRR12177415	75.75757575757575	Sym	soil	soil metagenome
SRR12177416	42.43323442136498	Sym	soil	soil metagenome
SRR12177417	21.98221092757306	Sym	soil	soil metagenome
SRR12177418	18.023255813953487	Sym	soil	soil metagenome
SRR12177419	19.298245614035093	Sym	soil	soil metagenome
SRR12177420	0.0	Sym	soil	soil metagenome
SRR12177421	34.3701399688958	Sym	soil	soil metagenome
SRR12177422	33.11258278145696	Sym	soil	soil metagenome
SRR12177423	15.521628498727738	Sym	soil	soil metagenome
SRR12177424	20.233463035019454	Sym	soil	soil metagenome
SRR12177425	31.86328555678059	Sym	soil	soil metagenome
SRR12177426	20.959147424511546	Sym	soil	soil metagenome
SRR12177427	29.69140950792327	Sym	soil	soil metagenome
SRR12177428	53.69318181818182	Sym	soil	soil metagenome
SRR12177429	20.148331273176762	Sym	soil	soil metagenome
SRR12177430	28.995057660626035	Sym	soil	soil metagenome
SRR12177431	0.0	Sym	soil	soil metagenome
SRR12177432	0.0	Sym	soil	soil metagenome
SRR12177433	31.66666666666667	Sym	soil	soil metagenome
SRR12177434	0.0	Sym	soil	soil metagenome
SRR12177435	22.436670687575393	Sym	soil	soil metagenome
SRR12177436	10.823311748381128	Sym	soil	soil metagenome
SRR12177437	13.373860182370823	Sym	soil	soil metagenome
SRR12177438	54.10872313527181	Sym	soil	soil metagenome
SRR12177439	19.28406466512702	Sym	soil	soil metagenome
SRR12177440	30.287648054145517	Sym	soil	soil metagenome
SRR12177441	38.59649122807018	Sym	soil	soil metagenome
SRR12177442	0.0	Sym	soil	soil metagenome
SRR12177443	51.55601659751038	Sym	soil	soil metagenome
SRR12177444	71.99074074074073	Sym	soil	soil metagenome
SRR12177445	13.918017159199241	Sym	soil	soil metagenome
SRR12177446	11.145510835913312	Sym	soil	soil metagenome
SRR12177447	0.0	Sym	soil	soil metagenome
SRR12177448	0.0	Sym	soil	soil metagenome
SRR12177449	0.0	Sym	soil	soil metagenome
SRR12177450	48.54771784232365	Sym	soil	soil metagenome
SRR12177451	18.50220264317181	Sym	soil	soil metagenome
SRR12177452	9.215017064846416	Sym	soil	soil metagenome
SRR12177453	0.0	Sym	soil	soil metagenome
SRR12177454	5.78125	Sym	soil	soil metagenome
SRR12177455	16.39344262295082	Sym	soil	soil metagenome
SRR12177456	100.0	Sym	soil	soil metagenome
SRR12177457	0.0	Sym	soil	soil metagenome
SRR12177458	0.0	Sym	soil	soil metagenome
SRR12177460	0.0	Sym	soil	soil metagenome
SRR12177462	0.0	Sym	soil	soil metagenome
SRR12177463	0.0	Sym	soil	soil metagenome
SRR12177464	0.0	Sym	soil	soil metagenome
SRR12177465	3.276699029126215	Sym	soil	soil metagenome
SRR12177466	0.0	Sym	soil	soil metagenome
SRR12177467	100.0	Sym	soil	soil metagenome
SRR12177468	0.0	Sym	soil	soil metagenome
SRR12177470	0.0	Sym	soil	soil metagenome
SRR12177471	36.84210526315789	Sym	soil	soil metagenome
SRR12177472	72.35772357723577	Sym	soil	soil metagenome
SRR12177473	16.304347826086953	Sym	soil	soil metagenome
SRR12177474	33.67799113737075	Sym	soil	soil metagenome
SRR12177475	12.424849699398797	Sym	soil	soil metagenome
SRR12177476	0.0	Sym	soil	soil metagenome
SRR12177477	19.032258064516128	Sym	soil	soil metagenome
SRR12177478	31.648936170212767	Sym	soil	soil metagenome
SRR12177479	21.203007518797	Sym	soil	soil metagenome
SRR12177480	21.645021645021643	Sym	soil	soil metagenome
SRR12177481	0.0	Sym	soil	soil metagenome
SRR12177482	18.348623853211006	Sym	soil	soil metagenome
SRR12177483	22.047244094488185	Sym	soil	soil metagenome
SRR12177484	39.038686987104334	Sym	soil	soil metagenome
SRR12177485	46.559297218155194	Sym	soil	soil metagenome
SRR12177486	58.21831869510665	Sym	soil	soil metagenome
SRR12177487	25.0	Sym	soil	soil metagenome
SRR12177488	0.0	Sym	soil	soil metagenome
SRR12177490	0.0	Sym	soil	soil metagenome
SRR12177491	0.0	Sym	soil	soil metagenome
SRR12177492	49.04942965779468	Sym	soil	soil metagenome
SRR12177494	100.0	Sym	soil	soil metagenome
