	ratio	nifH type	env type	Organism
SRR5407996	7.403375068045726	Sym	soil	soil metagenome
SRR5407997	5.316973415132924	Sym	soil	soil metagenome
SRR5407998	5.934195064629848	Sym	soil	soil metagenome
SRR5407999	0.0	Sym	soil	soil metagenome
SRR5408000	0.0	Sym	soil	soil metagenome
SRR5408001	0.0	Sym	soil	soil metagenome
ERR977779	0.0	Sym	others	metagenome
ERR977780	100.0	Sym	others	metagenome
ERR977782	22.996515679442506	Sym	others	metagenome
ERR977783	2.209944751381215	Sym	others	metagenome
ERR977784	10.204081632653063	Sym	others	metagenome
ERR977785	12.820512820512816	Sym	others	metagenome
ERR977786	17.24137931034483	Sym	others	metagenome
ERR977787	0.0	Sym	others	metagenome
ERR977788	52.74725274725275	Sym	others	metagenome
ERR977789	56.79999999999998	Sym	others	metagenome
ERR977790	0.0	Sym	others	metagenome
ERR977791	29.807692307692314	Sym	others	metagenome
SRR8247199	100.0	Sym	marine	marine metagenome
SRR8247201	0.0	Sym	marine	marine metagenome
SRR8247206	100.0	Sym	marine	marine metagenome
SRR8247208	100.0	Sym	marine	marine metagenome
SRR8247211	100.0	Sym	marine	marine metagenome
SRR9924842	0.0	Sym	soil	soil metagenome
SRR9924844	0.0	Sym	soil	soil metagenome
SRR9924845	0.2771618625277161	Sym	soil	soil metagenome
SRR9924846	14.780835881753315	Sym	soil	soil metagenome
SRR9924848	0.0	Sym	soil	soil metagenome
SRR9924850	0.0	Sym	soil	soil metagenome
SRR8468246	0.0	Sym	marine	marine metagenome
SRR8468247	0.0	Sym	marine	marine metagenome
SRR8468249	0.0	Sym	marine	marine metagenome
SRR8468250	0.0	Sym	marine	marine metagenome
SRR8468252	0.0	Sym	marine	marine metagenome
SRR8468254	0.0	Sym	marine	marine metagenome
SRR8468255	0.0	Sym	marine	marine metagenome
SRR8468256	0.0	Sym	marine	marine metagenome
SRR8468258	0.0	Sym	marine	marine metagenome
SRR8468259	0.0	Sym	marine	marine metagenome
SRR8468260	0.0	Sym	marine	marine metagenome
SRR8468261	0.0	Sym	marine	marine metagenome
SRR10321589	0.0	Sym	soil	rhizosphere metagenome
SRR10321590	0.0	Sym	soil	rhizosphere metagenome
SRR10321591	0.0	Sym	soil	rhizosphere metagenome
SRR10321592	0.0	Sym	soil	rhizosphere metagenome
SRR10321593	0.0	Sym	soil	rhizosphere metagenome
SRR10321594	0.0	Sym	soil	rhizosphere metagenome
SRR10321595	0.0	Sym	soil	rhizosphere metagenome
SRR10321596	0.0	Sym	soil	rhizosphere metagenome
SRR10321597	0.0	Sym	soil	rhizosphere metagenome
SRR10321598	0.0	Sym	soil	rhizosphere metagenome
SRR10321599	3.5714285714285707	Sym	soil	rhizosphere metagenome
SRR10321600	0.0	Sym	soil	rhizosphere metagenome
SRR4022013	16.666666666666668	Sym	soil	soil metagenome
SRR4022014	41.65212332751599	Sym	soil	soil metagenome
SRR4022015	34.869848156182215	Sym	soil	soil metagenome
SRR4022016	29.268292682926827	Sym	soil	soil metagenome
SRR4022017	20.302547770700645	Sym	soil	soil metagenome
SRR4022018	12.943262411347515	Sym	soil	soil metagenome
SRR4022019	86.87615526802217	Sym	soil	soil metagenome
SRR4022020	44.696969696969695	Sym	soil	soil metagenome
SRR4022021	68.83116883116884	Sym	soil	soil metagenome
SRR4022022	27.061855670103093	Sym	soil	soil metagenome
SRR8208871	22.580645161290324	Sym	soil	soil metagenome
SRR8208873	0.0	Sym	soil	soil metagenome
SRR8208874	13.30275229357798	Sym	soil	soil metagenome
SRR8208876	0.0	Sym	soil	soil metagenome
SRR6913402	6.935123042505592	Sym	soil	soil metagenome
SRR6913403	15.384615384615389	Sym	soil	soil metagenome
SRR6913404	1.6566265060240961	Sym	soil	soil metagenome
SRR6913405	5.128205128205129	Sym	soil	soil metagenome
SRR6913406	0.0	Sym	soil	soil metagenome
SRR6913407	26.975476839237057	Sym	soil	soil metagenome
SRR6913408	10.775862068965514	Sym	soil	soil metagenome
SRR6913409	6.1415220293724975	Sym	soil	soil metagenome
SRR6913410	4.874651810584958	Sym	soil	soil metagenome
SRR6913411	6.367583212735166	Sym	soil	soil metagenome
SRR6913412	2.0715630885122405	Sym	soil	soil metagenome
SRR6913413	11.322549952426261	Sym	soil	soil metagenome
SRR6913414	1.2517385257301803	Sym	soil	soil metagenome
SRR6913415	5.328258801141771	Sym	soil	soil metagenome
SRR6913416	4.936974789915966	Sym	soil	soil metagenome
SRR6913417	6.250000000000003	Sym	soil	soil metagenome
SRR6913418	13.600000000000001	Sym	soil	soil metagenome
SRR6913419	5.021367521367521	Sym	soil	soil metagenome
SRR6913420	1.7204301075268813	Sym	soil	soil metagenome
SRR6913421	4.844290657439446	Sym	soil	soil metagenome
SRR6913422	6.194690265486724	Sym	soil	soil metagenome
SRR6913423	3.6082474226804115	Sym	soil	soil metagenome
SRR6913424	6.72	Sym	soil	soil metagenome
SRR6913425	1.8808777429467083	Sym	soil	soil metagenome
SRR6913426	1.2912482065997133	Sym	soil	soil metagenome
SRR6913427	19.117647058823533	Sym	soil	soil metagenome
SRR6913428	3.9438664408420054	Sym	soil	soil metagenome
SRR6913429	19.185282522996058	Sym	soil	soil metagenome
SRR6913430	4.216867469879518	Sym	soil	soil metagenome
SRR6913431	0.3712871287128711	Sym	soil	soil metagenome
SRR6913432	7.626208378088075	Sym	soil	soil metagenome
SRR6913433	3.63036303630363	Sym	soil	soil metagenome
SRR6913434	7.303370786516854	Sym	soil	soil metagenome
SRR6913435	3.3126293995859224	Sym	soil	soil metagenome
SRR6913436	0.0	Sym	soil	soil metagenome
SRR6913437	12.959381044487431	Sym	soil	soil metagenome
SRR6913438	2.564102564102564	Sym	soil	soil metagenome
SRR6913439	5.158264947245019	Sym	soil	soil metagenome
SRR6913440	12.423312883435585	Sym	soil	soil metagenome
SRR6913441	2.356902356902357	Sym	soil	soil metagenome
SRR6913442	7.936507936507935	Sym	soil	soil metagenome
SRR6913443	2.944507361268404	Sym	soil	soil metagenome
SRR6913444	6.97674418604651	Sym	soil	soil metagenome
SRR6913445	11.928104575163404	Sym	soil	soil metagenome
SRR6913446	10.14150943396226	Sym	soil	soil metagenome
SRR6913447	0.8749999999999999	Sym	soil	soil metagenome
SRR6913448	10.192837465564738	Sym	soil	soil metagenome
SRR6913449	3.9800995024875623	Sym	soil	soil metagenome
SRR12720099	0.0	Sym	soil	soil metagenome
SRR12720107	0.0	Sym	soil	soil metagenome
SRR12720108	0.0	Sym	soil	soil metagenome
SRR12720110	0.0	Sym	soil	soil metagenome
SRR12720111	0.0	Sym	soil	soil metagenome
SRR10759550	0.0	Sym	marine	marine metagenome
SRR10759555	0.0	Sym	marine	marine metagenome
SRR10759570	0.0	Sym	marine	marine metagenome
SRR10759573	0.0	Sym	marine	marine metagenome
SRR10759574	0.0	Sym	marine	marine metagenome
SRR10759575	0.0	Sym	marine	marine metagenome
SRR10759577	0.0	Sym	marine	marine metagenome
SRR10759583	0.0	Sym	marine	marine metagenome
SRR10759584	0.0	Sym	marine	marine metagenome
SRR10759585	0.0	Sym	marine	marine metagenome
SRR10759590	0.0	Sym	marine	marine metagenome
SRR10759591	0.0	Sym	marine	marine metagenome
SRR10759601	0.0	Sym	marine	marine metagenome
SRR10759620	0.0	Sym	marine	marine metagenome
SRR10759647	0.0	Sym	marine	marine metagenome
SRR10759676	0.0	Sym	marine	marine metagenome
SRR8234897	0.0	Sym	soil	soil metagenome
SRR8234898	0.0	Sym	soil	soil metagenome
SRR8234900	59.375	Sym	soil	soil metagenome
SRR8234901	0.0	Sym	soil	soil metagenome
SRR7738393	0.0	Sym	soil	mine tailings metagenome
SRR7738398	25.20325203252033	Sym	soil	mine tailings metagenome
SRR7738399	0.0	Sym	soil	mine tailings metagenome
SRR7738410	0.0	Sym	soil	mine tailings metagenome
SRR7738411	0.0	Sym	soil	mine tailings metagenome
SRR7738412	0.0	Sym	soil	mine tailings metagenome
SRR6676321	0.0	Sym	plant	phyllosphere metagenome
SRR6676325	100.0	Sym	plant	phyllosphere metagenome
SRR6676326	0.0	Sym	plant	phyllosphere metagenome
SRR6676327	0.0	Sym	plant	phyllosphere metagenome
SRR6676329	0.0	Sym	plant	phyllosphere metagenome
SRR6676332	0.0	Sym	plant	phyllosphere metagenome
SRR6676334	0.0	Sym	plant	phyllosphere metagenome
SRR6676335	0.0	Sym	plant	phyllosphere metagenome
SRR6676336	0.0	Sym	plant	phyllosphere metagenome
SRR6676337	0.0	Sym	plant	phyllosphere metagenome
SRR6676338	0.0	Sym	plant	phyllosphere metagenome
SRR6676340	0.0	Sym	plant	phyllosphere metagenome
SRR6676341	0.0	Sym	plant	phyllosphere metagenome
SRR6676342	0.0	Sym	plant	phyllosphere metagenome
SRR6676343	0.0	Sym	plant	phyllosphere metagenome
SRR6676344	0.0	Sym	plant	phyllosphere metagenome
SRR6676345	0.0	Sym	plant	phyllosphere metagenome
SRR6676346	27.083333333333336	Sym	plant	phyllosphere metagenome
SRR6676348	0.0	Sym	plant	phyllosphere metagenome
SRR8233769	100.0	Sym	soil	soil metagenome
SRR8233771	0.0	Sym	soil	soil metagenome
SRR8233772	0.0	Sym	soil	soil metagenome
SRR4320643	58.1793086893903	Sym	soil	soil metagenome
SRR1791530	100.0	Sym	soil	soil metagenome
SRR1791532	10.395314787701317	Sym	soil	soil metagenome
SRR1791533	99.11242603550296	Sym	soil	soil metagenome
SRR1791534	0.0	Sym	soil	soil metagenome
SRR9589913	87.8741600488699	Sym	plant	plant metagenome
SRR9589914	14.582185491276404	Sym	plant	plant metagenome
SRR9589915	6.45633287608596	Sym	plant	plant metagenome
SRR9589916	51.02514506769824	Sym	plant	plant metagenome
SRR9589917	11.745689655172413	Sym	plant	plant metagenome
SRR9589918	54.46327683615818	Sym	plant	plant metagenome
SRR9589919	43.00083822296731	Sym	plant	plant metagenome
SRR9589920	64.16337285902503	Sym	plant	plant metagenome
SRR9589921	57.21434528773979	Sym	plant	plant metagenome
SRR9589922	61.89808321645629	Sym	plant	plant metagenome
SRR9589923	69.5071395670198	Sym	plant	plant metagenome
SRR9589924	66.99657403882755	Sym	plant	plant metagenome
SRR9589925	95.21935864646862	Sym	plant	plant metagenome
SRR9589926	47.337278106508876	Sym	plant	plant metagenome
SRR9589927	12.761442861473174	Sym	plant	plant metagenome
SRR9589928	11.6779348494161	Sym	plant	plant metagenome
SRR9589929	81.22497055359246	Sym	plant	plant metagenome
SRR9589930	41.917293233082695	Sym	plant	plant metagenome
SRR9589931	55.51201671891326	Sym	plant	plant metagenome
SRR9589932	79.44403803950256	Sym	plant	plant metagenome
SRR9589933	79.46913975055965	Sym	plant	plant metagenome
SRR9589934	38.279510022271715	Sym	plant	plant metagenome
SRR9589935	69.29789765965886	Sym	plant	plant metagenome
SRR9589936	56.55154900964957	Sym	plant	plant metagenome
SRR5814033	0.0	Sym	marine	marine metagenome
SRR5814035	0.0	Sym	marine	marine metagenome
SRR5814103	100.0	Sym	marine	marine metagenome
SRR5814104	100.0	Sym	marine	marine metagenome
SRR5814106	100.0	Sym	marine	marine metagenome
SRR5814107	100.0	Sym	marine	marine metagenome
SRR5814108	100.0	Sym	marine	marine metagenome
SRR5814112	0.0	Sym	marine	marine metagenome
SRR5814164	100.0	Sym	marine	marine metagenome
SRR5814165	0.0	Sym	marine	marine metagenome
SRR11032350	100.0	Sym	marine	seawater metagenome
SRR11032353	0.0	Sym	marine	seawater metagenome
SRR11032359	0.0	Sym	marine	seawater metagenome
SRR11032365	100.0	Sym	marine	seawater metagenome
SRR11032393	100.0	Sym	marine	seawater metagenome
SRR11032396	0.0	Sym	marine	seawater metagenome
SRR11032398	0.0	Sym	marine	seawater metagenome
SRR11032399	100.0	Sym	marine	seawater metagenome
SRR11032407	100.0	Sym	marine	seawater metagenome
SRR11032408	0.0	Sym	marine	seawater metagenome
SRR11032410	100.0	Sym	marine	seawater metagenome
SRR11032413	100.0	Sym	marine	seawater metagenome
SRR9225727	100.0	Sym	soil	soil metagenome
SRR9225728	100.0	Sym	soil	soil metagenome
SRR9225730	100.0	Sym	soil	soil metagenome
SRR9225735	100.0	Sym	soil	soil metagenome
SRR6854297	0.0	Sym	soil	soil metagenome
SRR6854298	73.33333333333334	Sym	soil	soil metagenome
SRR6854300	100.0	Sym	soil	soil metagenome
SRR6854301	0.0	Sym	soil	soil metagenome
SRR6854305	0.0	Sym	soil	soil metagenome
SRR6854308	71.18644067796612	Sym	soil	soil metagenome
SRR6854309	0.0	Sym	soil	soil metagenome
SRR6854310	0.0	Sym	soil	soil metagenome
SRR6854315	0.0	Sym	soil	soil metagenome
SRR6854316	100.0	Sym	soil	soil metagenome
SRR6854325	0.0	Sym	soil	soil metagenome
SRR6854329	0.0	Sym	soil	soil metagenome
SRR6854330	0.0	Sym	soil	soil metagenome
SRR6854332	0.0	Sym	soil	soil metagenome
SRR6854338	0.0	Sym	soil	soil metagenome
SRR6854340	0.0	Sym	soil	soil metagenome
SRR6854342	0.0	Sym	soil	soil metagenome
SRR6854343	0.0	Sym	soil	soil metagenome
SRR6854344	50.29239766081871	Sym	soil	soil metagenome
SRR6854358	0.0	Sym	soil	soil metagenome
SRR6854375	100.0	Sym	soil	soil metagenome
SRR6854376	100.0	Sym	soil	soil metagenome
SRR6854378	0.0	Sym	soil	soil metagenome
SRR6854380	0.0	Sym	soil	soil metagenome
SRR6854386	0.0	Sym	soil	soil metagenome
SRR6854387	100.0	Sym	soil	soil metagenome
SRR6854395	0.0	Sym	soil	soil metagenome
SRR6854398	0.0	Sym	soil	soil metagenome
SRR6854399	21.848739495798323	Sym	soil	soil metagenome
SRR6854401	70.49180327868852	Sym	soil	soil metagenome
SRR6854404	0.0	Sym	soil	soil metagenome
SRR6854405	58.490566037735846	Sym	soil	soil metagenome
SRR6854406	42.63565891472867	Sym	soil	soil metagenome
SRR6854407	0.0	Sym	soil	soil metagenome
SRR6854408	0.0	Sym	soil	soil metagenome
SRR6854409	0.0	Sym	soil	soil metagenome
SRR6854410	0.0	Sym	soil	soil metagenome
SRR6854411	92.3076923076923	Sym	soil	soil metagenome
SRR6854413	0.0	Sym	soil	soil metagenome
SRR6854414	0.0	Sym	soil	soil metagenome
SRR6854415	100.0	Sym	soil	soil metagenome
SRR6854417	0.0	Sym	soil	soil metagenome
SRR6854418	0.0	Sym	soil	soil metagenome
SRR6854427	28.431372549019603	Sym	soil	soil metagenome
SRR6854429	0.0	Sym	soil	soil metagenome
SRR6854430	0.0	Sym	soil	soil metagenome
SRR6854431	0.0	Sym	soil	soil metagenome
SRR6854432	0.0	Sym	soil	soil metagenome
SRR6854433	0.0	Sym	soil	soil metagenome
SRR6854434	4.635761589403973	Sym	soil	soil metagenome
SRR6854435	0.0	Sym	soil	soil metagenome
SRR6854436	21.897810218978105	Sym	soil	soil metagenome
SRR6854441	0.0	Sym	soil	soil metagenome
SRR6854442	13.265306122448978	Sym	soil	soil metagenome
SRR6854443	0.0	Sym	soil	soil metagenome
SRR6854445	0.0	Sym	soil	soil metagenome
SRR6854446	0.0	Sym	soil	soil metagenome
SRR6854447	0.0	Sym	soil	soil metagenome
SRR6854448	0.0	Sym	soil	soil metagenome
SRR6854449	0.0	Sym	soil	soil metagenome
SRR6854458	100.0	Sym	soil	soil metagenome
SRR6854461	37.66233766233766	Sym	soil	soil metagenome
SRR6854462	0.0	Sym	soil	soil metagenome
SRR6854463	0.0	Sym	soil	soil metagenome
SRR6854464	0.0	Sym	soil	soil metagenome
SRR6854465	0.0	Sym	soil	soil metagenome
SRR6854467	0.0	Sym	soil	soil metagenome
SRR6854468	50.877192982456144	Sym	soil	soil metagenome
SRR6854469	0.0	Sym	soil	soil metagenome
SRR6854471	0.0	Sym	soil	soil metagenome
SRR6854472	100.0	Sym	soil	soil metagenome
ERR1279310	0.0	Sym	soil	soil metagenome
ERR1279315	0.0	Sym	soil	soil metagenome
ERR1279317	0.0	Sym	soil	soil metagenome
ERR1279320	0.0	Sym	soil	soil metagenome
SRR6439319	100.0	Sym	soil	soil metagenome
SRR6439320	99.93873487517232	Sym	soil	soil metagenome
SRR6439321	98.92288861689107	Sym	soil	soil metagenome
SRR6439322	95.68221070811745	Sym	soil	soil metagenome
SRR6439323	67.04871060171921	Sym	soil	soil metagenome
SRR6439324	98.05481874447392	Sym	soil	soil metagenome
SRR6439325	100.0	Sym	soil	soil metagenome
SRR6439326	97.89964994165693	Sym	soil	soil metagenome
SRR6439327	99.34171154997009	Sym	soil	soil metagenome
SRR6439328	99.17617237008872	Sym	soil	soil metagenome
SRR6439329	96.21109607577807	Sym	soil	soil metagenome
SRR6439330	100.0	Sym	soil	soil metagenome
SRR6439331	97.34680985470625	Sym	soil	soil metagenome
SRR6439332	92.83422459893048	Sym	soil	soil metagenome
SRR6439333	30.434782608695656	Sym	soil	soil metagenome
SRR6439334	85.00000000000001	Sym	soil	soil metagenome
SRR6439335	81.95488721804512	Sym	soil	soil metagenome
SRR6439336	82.45967741935483	Sym	soil	soil metagenome
SRR6439337	95.87743732590528	Sym	soil	soil metagenome
SRR6439338	96.04810996563575	Sym	soil	soil metagenome
SRR6439339	96.9178082191781	Sym	soil	soil metagenome
SRR6439340	100.0	Sym	soil	soil metagenome
SRR6439341	100.0	Sym	soil	soil metagenome
SRR6439342	100.0	Sym	soil	soil metagenome
SRR11784076	100.0	Sym	marine	marine metagenome
SRR11784077	0.0	Sym	marine	marine metagenome
SRR11784082	100.0	Sym	marine	marine metagenome
SRR7056033	100.0	Sym	soil	soil metagenome
SRR7056034	0.0	Sym	soil	soil metagenome
SRR7056036	100.0	Sym	soil	soil metagenome
SRR7056040	100.0	Sym	soil	soil metagenome
SRR7056043	100.0	Sym	soil	soil metagenome
SRR7056044	100.0	Sym	soil	soil metagenome
SRR7795354	100.0	Sym	soil	soil metagenome
SRR7795356	100.0	Sym	soil	soil metagenome
ERR181423	34.04255319148936	Sym	soil	soil metagenome
ERR181424	34.0	Sym	soil	soil metagenome
ERR181425	100.0	Sym	soil	soil metagenome
SRR12322880	3.571428571428574	Sym	soil	soil metagenome
SRR12322879	12.307692307692314	Sym	soil	soil metagenome
SRR12322887	5.263157894736843	Sym	soil	soil metagenome
SRR12322878	16.66666666666667	Sym	soil	soil metagenome
SRR12322883	2.56849315068494	Sym	soil	soil metagenome
SRR12322886	9.090909090909083	Sym	soil	soil metagenome
SRR12322881	1.1220196353436194	Sym	soil	soil metagenome
SRR12322889	5.825242718446582	Sym	soil	soil metagenome
SRR12322882	1.5898251192368775	Sym	soil	soil metagenome
SRR12322885	7.514450867052023	Sym	soil	soil metagenome
SRR12322890	11.845730027548214	Sym	soil	soil metagenome
SRR12322884	3.873239436619722	Sym	soil	soil metagenome
SRR6299285	8.58712715855573	Sym	others	metagenome
SRR6299286	6.904281551221697	Sym	others	metagenome
SRR6299287	12.252861602497395	Sym	others	metagenome
ERR701625	31.07876712328767	Sym	others	metagenome
ERR701626	4.885057471264368	Sym	others	metagenome
ERR701627	0.0	Sym	others	metagenome
ERR701628	26.04817127564674	Sym	others	metagenome
ERR701629	26.6526757607555	Sym	others	metagenome
ERR701630	33.027522935779814	Sym	others	metagenome
ERR701692	95.86894586894587	Sym	others	metagenome
ERR701693	24.999999999999996	Sym	others	metagenome
ERR701694	22.704714640198514	Sym	others	metagenome
ERR701695	12.254901960784315	Sym	others	metagenome
ERR701696	54.48613376835236	Sym	others	metagenome
ERR701697	45.94594594594595	Sym	others	metagenome
ERR701698	9.38967136150235	Sym	others	metagenome
ERR701699	41.86550976138829	Sym	others	metagenome
ERR701700	53.82907880133185	Sym	others	metagenome
ERR701701	69.08646003262642	Sym	others	metagenome
SRR3898634	0.0	Sym	marine	marine metagenome
SRR3898636	0.0	Sym	marine	marine metagenome
SRR3898637	0.0	Sym	marine	marine metagenome
SRR3898638	0.0	Sym	marine	marine metagenome
SRR3898639	0.0	Sym	marine	marine metagenome
SRR3898640	0.0	Sym	marine	marine metagenome
SRR3898641	4.683195592286501	Sym	marine	marine metagenome
SRR3898642	0.0	Sym	marine	marine metagenome
SRR3898643	0.0	Sym	marine	marine metagenome
SRR3898645	0.0	Sym	marine	marine metagenome
SRR3898647	0.0	Sym	marine	marine metagenome
SRR3898648	0.0	Sym	marine	marine metagenome
SRR3898649	0.0	Sym	marine	marine metagenome
SRR3898653	0.0	Sym	marine	marine metagenome
SRR3898654	0.0	Sym	marine	marine metagenome
SRR3898655	0.0	Sym	marine	marine metagenome
SRR3898656	0.0	Sym	marine	marine metagenome
SRR3898657	0.0	Sym	marine	marine metagenome
SRR3898662	0.0	Sym	marine	marine metagenome
SRR3898665	0.0	Sym	marine	marine metagenome
SRR3898666	0.0	Sym	marine	marine metagenome
SRR3898667	0.0	Sym	marine	marine metagenome
SRR3898668	0.0	Sym	marine	marine metagenome
SRR3898669	0.0	Sym	marine	marine metagenome
SRR3898670	0.0	Sym	marine	marine metagenome
SRR12471052	0.0	Sym	soil	soil metagenome
SRR12471053	0.0	Sym	soil	soil metagenome
SRR12471054	57.56097560975609	Sym	soil	soil metagenome
SRR12471055	21.799307958477506	Sym	soil	soil metagenome
SRR12471056	13.079019073569482	Sym	soil	soil metagenome
SRR12471057	22.78719397363465	Sym	soil	soil metagenome
SRR12471058	49.58333333333332	Sym	soil	soil metagenome
SRR12471059	23.333333333333336	Sym	soil	soil metagenome
SRR12471060	23.014256619144604	Sym	soil	soil metagenome
SRR12471061	9.803921568627452	Sym	soil	soil metagenome
SRR12471062	81.05263157894737	Sym	soil	soil metagenome
SRR12471063	61.24999999999999	Sym	soil	soil metagenome
SRR12471064	100.0	Sym	soil	soil metagenome
SRR12471065	0.0	Sym	soil	soil metagenome
SRR12471066	0.0	Sym	soil	soil metagenome
SRR12471067	0.0	Sym	soil	soil metagenome
SRR12471068	100.0	Sym	soil	soil metagenome
SRR12471069	0.0	Sym	soil	soil metagenome
SRR12471070	0.0	Sym	soil	soil metagenome
SRR12471071	0.0	Sym	soil	soil metagenome
SRR12471072	11.111111111111112	Sym	soil	soil metagenome
SRR12471073	0.0	Sym	soil	soil metagenome
SRR12471074	39.84674329501915	Sym	soil	soil metagenome
SRR12471075	14.084507042253518	Sym	soil	soil metagenome
SRR12471076	100.0	Sym	soil	soil metagenome
SRR12471077	100.0	Sym	soil	soil metagenome
SRR12471078	75.75757575757575	Sym	soil	soil metagenome
SRR12471079	0.0	Sym	soil	soil metagenome
SRR12471080	0.0	Sym	soil	soil metagenome
SRR12471081	0.0	Sym	soil	soil metagenome
SRR12471082	0.0	Sym	soil	soil metagenome
SRR12471084	0.0	Sym	soil	soil metagenome
SRR12471085	0.0	Sym	soil	soil metagenome
SRR12471086	0.0	Sym	soil	soil metagenome
SRR12471087	0.0	Sym	soil	soil metagenome
SRR12471088	0.0	Sym	soil	soil metagenome
SRR12471089	0.0	Sym	soil	soil metagenome
SRR12471091	100.0	Sym	soil	soil metagenome
SRR12471092	100.0	Sym	soil	soil metagenome
SRR12471093	100.0	Sym	soil	soil metagenome
SRR12471094	100.0	Sym	soil	soil metagenome
SRR12471095	6.666666666666667	Sym	soil	soil metagenome
SRR12471096	100.0	Sym	soil	soil metagenome
SRR12471097	100.0	Sym	soil	soil metagenome
SRR12471098	100.0	Sym	soil	soil metagenome
SRR12471099	19.11764705882353	Sym	soil	soil metagenome
SRR12471100	0.0	Sym	soil	soil metagenome
SRR12471101	0.0	Sym	soil	soil metagenome
SRR12471102	12.434325744308234	Sym	soil	soil metagenome
SRR12471103	0.0	Sym	soil	soil metagenome
SRR12471104	35.57213930348258	Sym	soil	soil metagenome
SRR12471105	0.0	Sym	soil	soil metagenome
SRR12471107	26.47058823529412	Sym	soil	soil metagenome
SRR12471108	0.0	Sym	soil	soil metagenome
SRR12471111	0.0	Sym	soil	soil metagenome
SRR12471112	20.40816326530612	Sym	soil	soil metagenome
SRR12471113	0.0	Sym	soil	soil metagenome
SRR12471114	61.40350877192983	Sym	soil	soil metagenome
SRR12471115	11.267605633802814	Sym	soil	soil metagenome
SRR12471116	7.425742574257425	Sym	soil	soil metagenome
SRR12471117	0.0	Sym	soil	soil metagenome
SRR12471118	0.0	Sym	soil	soil metagenome
SRR12471119	7.769929364278506	Sym	soil	soil metagenome
SRR12471120	0.0	Sym	soil	soil metagenome
SRR12471121	0.0	Sym	soil	soil metagenome
SRR12471122	5.183946488294317	Sym	soil	soil metagenome
SRR12471123	0.0	Sym	soil	soil metagenome
SRR12471124	0.0	Sym	soil	soil metagenome
SRR12471125	0.0	Sym	soil	soil metagenome
SRR12471126	13.005780346820812	Sym	soil	soil metagenome
SRR12471127	0.0	Sym	soil	soil metagenome
SRR12471128	0.0	Sym	soil	soil metagenome
SRR12471129	0.0	Sym	soil	soil metagenome
SRR12471130	0.0	Sym	soil	soil metagenome
SRR12471131	0.0	Sym	soil	soil metagenome
SRR12471132	0.0	Sym	soil	soil metagenome
SRR12471133	0.0	Sym	soil	soil metagenome
SRR12471134	0.0	Sym	soil	soil metagenome
SRR12471135	5.116279069767442	Sym	soil	soil metagenome
SRR12471136	0.0	Sym	soil	soil metagenome
SRR12471137	0.0	Sym	soil	soil metagenome
SRR12471138	0.0	Sym	soil	soil metagenome
SRR12471139	100.0	Sym	soil	soil metagenome
SRR12471140	100.0	Sym	soil	soil metagenome
SRR12471141	100.0	Sym	soil	soil metagenome
SRR12471142	87.96296296296296	Sym	soil	soil metagenome
SRR12471144	32.352941176470594	Sym	soil	soil metagenome
SRR12471145	96.028880866426	Sym	soil	soil metagenome
SRR12471146	100.0	Sym	soil	soil metagenome
SRR12471147	75.92592592592592	Sym	soil	soil metagenome
SRR12471148	63.108108108108105	Sym	soil	soil metagenome
SRR12471149	48.57142857142857	Sym	soil	soil metagenome
SRR12471150	43.93063583815029	Sym	soil	soil metagenome
SRR12471151	26.141078838174277	Sym	soil	soil metagenome
SRR12471152	0.0	Sym	soil	soil metagenome
SRR12471153	0.0	Sym	soil	soil metagenome
SRR12471154	100.0	Sym	soil	soil metagenome
SRR12471155	0.0	Sym	soil	soil metagenome
SRR12471156	0.0	Sym	soil	soil metagenome
SRR12471157	0.0	Sym	soil	soil metagenome
SRR12471158	0.0	Sym	soil	soil metagenome
SRR12471160	27.42857142857143	Sym	soil	soil metagenome
SRR12471161	28.69565217391304	Sym	soil	soil metagenome
SRR12471164	22.28202368137783	Sym	soil	soil metagenome
SRR12471165	12.168874172185431	Sym	soil	soil metagenome
SRR12471166	15.826086956521742	Sym	soil	soil metagenome
SRR12471167	40.96385542168676	Sym	soil	soil metagenome
SRR12471168	0.0	Sym	soil	soil metagenome
SRR12471169	26.666666666666668	Sym	soil	soil metagenome
SRR12471170	0.0	Sym	soil	soil metagenome
SRR12471171	58.82352941176471	Sym	soil	soil metagenome
SRR12471172	37.03703703703704	Sym	soil	soil metagenome
SRR12471173	0.0	Sym	soil	soil metagenome
SRR12471174	10.207939508506616	Sym	soil	soil metagenome
SRR12471175	7.020872865275141	Sym	soil	soil metagenome
SRR12471176	17.43119266055046	Sym	soil	soil metagenome
SRR12471177	0.0	Sym	soil	soil metagenome
SRR12471178	0.0	Sym	soil	soil metagenome
SRR12471179	10.582010582010582	Sym	soil	soil metagenome
SRR12471182	0.0	Sym	soil	soil metagenome
SRR12471183	41.48351648351648	Sym	soil	soil metagenome
SRR12471185	0.0	Sym	soil	soil metagenome
SRR12471186	0.0	Sym	soil	soil metagenome
SRR12471187	100.0	Sym	soil	soil metagenome
SRR12471188	72.58064516129032	Sym	soil	soil metagenome
SRR12471189	20.0	Sym	soil	soil metagenome
SRR12471190	7.641196013289036	Sym	soil	soil metagenome
SRR12471191	34.18290854572714	Sym	soil	soil metagenome
SRR12471192	18.787878787878793	Sym	soil	soil metagenome
SRR12471193	3.4755134281200633	Sym	soil	soil metagenome
